nic_4digit,nic_2digit,sector_name,region,year,inr_usd,intensity_kg_co2e_per_inr_lakh,log_intensity,is_augmented
471,47,Retail in non-specialised stores,east,2015,65.5,0.02262637,-3.78863914,0
181,18,Printing and publishing,south,2014,61.0,0.06828474,-2.68406903,1
465,46,Wholesale of IT equipment,west,2010,45.7,0.02089017,-3.86847675,1
263,26,Communication equipment,east,2022,78.6,0.24568704,-1.40369673,1
810,8,Quarrying of stone,north,2011,46.7,0.07642567,-2.57143666,1
107,10,Bakery products,east,2012,53.4,0.08979298,-2.41024852,1
771,77,Renting of equipment,north,2023,83.1,0.02470126,-3.70090085,0
281,28,General machinery,south,2022,78.6,0.47212136,-0.75051921,1
431,43,Demolition and site preparation,south,2016,67.1,0.1852318,-1.68614724,1
120,12,Tobacco products,east,2013,58.6,0.0681628,-2.68585629,1
471,47,Retail in non-specialised stores,east,2015,65.5,0.01957788,-3.93335476,1
511,51,Air passenger transport,north,2015,65.5,0.33348825,-1.09814765,1
151,1,Mixed farming,west,2019,70.4,0.05340507,-2.92984956,1
202,20,Agrochemicals,east,2022,78.6,0.43475671,-0.8329687,1
475,47,Retail of household goods,central,2014,61.0,0.01760298,-4.03968687,0
311,3,Marine fishing,west,2011,46.7,0.09952545,-2.30734186,0
121,1,Growing vegetables,east,2012,53.4,0.04612374,-3.07642758,1
204,20,Pharmaceuticals,north,2010,45.7,0.2333927,-1.45503283,1
494,49,Freight transport by road,west,2017,65.1,0.12412537,-2.08646317,1
293,29,Auto parts and accessories,west,2022,78.6,0.38509536,-0.95426428,1
471,47,Retail in non-specialised stores,south,2015,65.5,0.02028848,-3.89770182,1
931,93,Sports activities,west,2013,58.6,0.02703738,-3.61053508,1
812,81,Building cleaning,north,2020,74.2,0.01367187,-4.29241498,1
782,78,Temporary employment agencies,east,2014,61.0,0.00840192,-4.77929538,1
151,1,Mixed farming,east,2013,58.6,0.09948227,-2.30777587,1
241,24,Basic iron and steel,north,2012,53.4,3.20287542,1.16404897,1
244,24,"Lead, zinc, and tin",north,2012,53.4,4.59943598,1.52593368,1
303,30,Aircraft,east,2012,53.4,0.37558042,-0.97928265,1
275,27,Domestic appliances,north,2018,68.4,0.25087606,-1.38279626,1
411,41,Building construction,central,2014,61.0,0.34291821,-1.07026332,1
221,22,Rubber products,south,2015,65.5,0.29283116,-1.22815907,0
243,24,Aluminium,south,2022,78.6,6.13825516,1.81454053,1
600,6,Extraction of crude petroleum,north,2022,78.6,0.20003478,-1.60926403,0
631,63,Data processing,central,2023,83.1,0.02453664,-3.70758772,1
131,13,Spinning and weaving,west,2019,70.4,0.16115434,-1.82539272,1
321,32,Jewellery,south,2015,65.5,0.33777241,-1.08538297,1
235,23,Cement and lime,west,2011,46.7,1.13281795,0.12470829,1
581,58,Publishing,west,2010,45.7,0.03323295,-3.40421357,1
244,24,"Lead, zinc, and tin",central,2018,68.4,3.68177897,1.30339605,1
810,8,Quarrying of stone,north,2020,74.2,0.07604928,-2.57637373,0
810,8,Quarrying of stone,west,2016,67.1,0.07548834,-2.58377707,1
451,45,Sale of motor vehicles,central,2019,70.4,0.03810527,-3.2674026,1
211,21,Basic pharmaceuticals,central,2021,73.9,0.17776945,-1.72726782,1
462,46,Wholesale of textiles,south,2018,68.4,0.03183593,-3.44715979,1
231,23,Glass products,east,2021,73.9,0.45875667,-0.77923533,1
710,7,Mining of iron ores,central,2021,73.9,0.19987349,-1.61007065,1
244,24,"Lead, zinc, and tin",east,2018,68.4,3.35122699,1.20932655,0
252,25,Tanks and reservoirs,central,2020,74.2,0.64148114,-0.4439755,1
351,35,Generation of electricity,south,2019,70.4,0.81124452,-0.20918577,1
311,3,Marine fishing,west,2010,45.7,0.11546623,-2.15877721,1
104,10,Vegetable and animal oils,west,2014,61.0,0.09638611,-2.33939313,0
141,1,Raising cattle,north,2015,65.5,0.21940885,-1.51681839,1
222,22,Plastic products,south,2016,67.1,0.34189416,-1.07325407,1
105,10,Dairy products,north,2018,68.4,0.12240125,-2.10045071,1
931,93,Sports activities,central,2022,78.6,0.02379991,-3.73807331,1
221,22,Rubber products,north,2013,58.6,0.35175112,-1.0448314,0
321,32,Jewellery,central,2015,65.5,0.26692608,-1.32078352,1
105,10,Dairy products,east,2017,65.1,0.1472447,-1.91565944,1
861,86,Hospital activities,west,2016,67.1,0.04814443,-3.03354985,1
254,25,Fasteners and springs,central,2013,58.6,0.89424237,-0.11177843,1
252,25,Tanks and reservoirs,south,2023,83.1,0.41381518,-0.88233583,1
600,6,Extraction of crude petroleum,central,2016,67.1,0.25930424,-1.34975322,1
101,10,Processing meat,west,2022,78.6,0.08971548,-2.41111198,1
231,23,Glass products,east,2019,70.4,0.56204167,-0.57617929,1
900,90,Creative and performing arts,east,2023,83.1,0.01086944,-4.52179964,1
201,20,Basic chemicals,west,2018,68.4,0.56675377,-0.56783034,1
263,26,Communication equipment,central,2019,70.4,0.26781175,-1.31747098,1
243,24,Aluminium,central,2012,53.4,8.22038425,2.10661695,0
521,52,Cargo warehousing,west,2022,78.6,0.03939403,-3.23414103,1
222,22,Plastic products,central,2013,58.6,0.31906576,-1.14235806,1
204,20,Pharmaceuticals,west,2023,83.1,0.20641939,-1.57784531,1
204,20,Pharmaceuticals,north,2019,70.4,0.2106,-1.55779468,0
960,96,Personal service activities,south,2011,46.7,0.01732285,-4.05572911,1
251,25,Structural metal products,north,2020,74.2,0.64320851,-0.44128633,1
151,15,Leather tanning,west,2017,65.1,0.1354148,-1.99941265,1
681,68,Real estate activities,south,2015,65.5,0.01541217,-4.17259805,0
281,28,General machinery,north,2018,68.4,0.56539877,-0.570224,0
861,86,Hospital activities,east,2010,45.7,0.06673013,-2.70709865,1
421,42,Roads and railways construction,east,2016,67.1,0.3915027,-0.93776286,1
720,7,Mining of non-ferrous metal ores,north,2014,61.0,0.36987154,-0.99459953,1
511,51,Air passenger transport,west,2017,65.1,0.29050794,-1.23612436,1
501,50,Sea transport,central,2013,58.6,0.01947945,-3.93839534,1
510,5,Mining of hard coal,central,2017,65.1,0.16247005,-1.81726162,0
501,50,Sea transport,west,2011,46.7,0.01583229,-4.14570401,1
235,23,Cement and lime,south,2022,78.6,0.7730913,-0.25735812,1
245,24,Copper products,west,2019,70.4,3.136,1.1429481,0
321,32,Jewellery,east,2011,46.7,0.42868827,-0.84702528,0
510,5,Mining of hard coal,central,2015,65.5,0.16986175,-1.77277041,0
321,32,Jewellery,east,2016,67.1,0.29229087,-1.23000585,1
900,90,Creative and performing arts,east,2022,78.6,0.0143169,-4.24631487,1
275,27,Domestic appliances,south,2010,45.7,0.39326594,-0.93326921,1
494,49,Freight transport by road,south,2022,78.6,0.10006441,-2.30194121,1
510,5,Mining of hard coal,east,2019,70.4,0.16418742,-1.80674671,1
681,68,Real estate activities,north,2014,61.0,0.01810593,-4.01151599,0
251,25,Structural metal products,east,2010,45.7,0.94820628,-0.05318321,1
651,65,Insurance,south,2018,68.4,0.00576687,-5.1556256,0
120,12,Tobacco products,central,2015,65.5,0.06879955,-2.67655806,1
851,85,Pre-primary education,central,2023,83.1,0.01152726,-4.4630409,0
651,65,Insurance,east,2017,65.1,0.00886868,-4.72522884,1
204,20,Pharmaceuticals,south,2021,73.9,0.16688061,-1.79047665,1
960,96,Personal service activities,north,2013,58.6,0.02237807,-3.79967387,1
511,51,Air passenger transport,central,2016,67.1,0.26018428,-1.34636514,1
561,56,Restaurants,south,2020,74.2,0.0505626,-2.98454311,0
853,85,Secondary education,west,2015,65.5,0.01261716,-4.3726974,1
293,29,Auto parts and accessories,north,2022,78.6,0.2993439,-1.2061622,1
812,81,Building cleaning,south,2012,53.4,0.014678,-4.22140575,1
631,63,Data processing,east,2023,83.1,0.02208912,-3.81267028,1
104,10,Vegetable and animal oils,south,2017,65.1,0.08294726,-2.48955028,1
235,23,Cement and lime,west,2017,65.1,0.9902862,-0.00976128,1
521,52,Cargo warehousing,central,2014,61.0,0.03658212,-3.30819557,1
382,38,Treatment of non-hazardous waste,west,2012,53.4,0.28779979,-1.2454902,1
101,10,Processing meat,south,2012,53.4,0.14944095,-1.90085397,1
891,8,Mining of chemical minerals,central,2021,73.9,0.17179598,-1.76144766,1
181,18,Printing and publishing,west,2010,45.7,0.08382664,-2.47900446,1
205,20,Soap and detergents,south,2013,58.6,0.23446473,-1.45045011,1
235,23,Cement and lime,north,2012,53.4,1.09976941,0.09510053,1
851,85,Pre-primary education,north,2022,78.6,0.01146033,-4.46886388,1
511,51,Air passenger transport,east,2016,67.1,0.29631162,-1.21634361,1
161,16,Sawmilling and planing,north,2018,68.4,0.09717791,-2.33121181,0
107,10,Bakery products,south,2021,73.9,0.06012923,-2.81125917,1
891,8,Mining of chemical minerals,west,2017,65.1,0.17374564,-1.75016291,1
493,49,Other land passenger transport,south,2016,67.1,0.11309162,-2.17955697,1
161,16,Sawmilling and planing,north,2023,83.1,0.08151499,-2.50696836,1
960,96,Personal service activities,south,2019,70.4,0.01158721,-4.45785368,1
291,29,Motor vehicles,south,2021,73.9,0.38118396,-0.96447318,1
471,47,Retail in non-specialised stores,south,2010,45.7,0.02365097,-3.7443512,1
501,50,Sea transport,east,2016,67.1,0.01672847,-4.090643,1
202,20,Agrochemicals,south,2020,74.2,0.42845812,-0.84756227,1
261,26,Electronic components,west,2019,70.4,0.26935757,-1.31171553,1
120,12,Tobacco products,east,2022,78.6,0.05476277,-2.90474476,1
631,63,Data processing,north,2018,68.4,0.02845907,-3.55928841,1
311,3,Marine fishing,central,2011,46.7,0.10155003,-2.2872037,1
245,24,Copper products,east,2011,46.7,4.39680273,1.48087762,0
710,7,Mining of iron ores,west,2017,65.1,0.27978116,-1.27374754,1
900,90,Creative and performing arts,north,2010,45.7,0.02260251,-3.78969435,1
475,47,Retail of household goods,north,2014,61.0,0.02258382,-3.79052146,1
191,19,Coke oven products,west,2016,67.1,0.841237,-0.17288185,1
462,46,Wholesale of textiles,south,2013,58.6,0.03007826,-3.50395252,0
431,43,Demolition and site preparation,west,2017,65.1,0.1277831,-2.05742101,1
581,58,Publishing,south,2022,78.6,0.01815655,-4.00872387,1
192,19,Refined petroleum products,west,2015,65.5,0.73335278,-0.31012842,1
211,21,Basic pharmaceuticals,west,2016,67.1,0.143123,-1.94405087,1
782,78,Temporary employment agencies,south,2020,74.2,0.00402887,-5.51426924,1
271,27,Electric motors,central,2022,78.6,0.5881935,-0.53069931,1
131,13,Spinning and weaving,central,2010,45.7,0.20536074,-1.58298714,1
881,88,Social work,south,2019,70.4,0.00928299,-4.67957138,1
465,46,Wholesale of IT equipment,central,2019,70.4,0.0231,-3.76792266,0
110,11,Beverages,east,2019,70.4,0.13021845,-2.03854188,1
231,23,Glass products,north,2016,67.1,0.49013376,-0.71307694,1
103,10,Processing fruits and vegetables,east,2015,65.5,0.08126175,-2.51007991,1
321,32,Jewellery,east,2012,53.4,0.41925712,-0.86927089,0
853,85,Secondary education,south,2016,67.1,0.00944454,-4.66231894,1
383,38,Recycling of metal waste,north,2013,58.6,0.06280115,-2.76778196,1
241,24,Basic iron and steel,north,2018,68.4,2.08711656,0.73578348,0
360,36,Water collection and supply,south,2011,46.7,0.10962332,-2.21070517,1
881,88,Social work,north,2019,70.4,0.00774676,-4.86048027,1
310,31,Furniture,south,2011,46.7,0.17907585,-1.71994581,1
681,68,Real estate activities,east,2014,61.0,0.01825568,-4.00327927,1
206,20,Other chemical products,central,2016,67.1,0.33898437,-1.08180127,0
931,93,Sports activities,east,2018,68.4,0.0275693,-3.59105247,1
493,49,Other land passenger transport,central,2017,65.1,0.14570598,-1.92616451,1
221,22,Rubber products,central,2022,78.6,0.28776419,-1.24561391,1
381,38,Collection of non-hazardous waste,west,2011,46.7,0.09049374,-2.40247462,1
151,1,Mixed farming,south,2011,46.7,0.08563867,-2.45761834,1
289,28,Other special machinery,west,2011,46.7,0.61868809,-0.48015402,1
235,23,Cement and lime,central,2019,70.4,0.73855681,-0.30305725,1
141,1,Raising cattle,north,2023,83.1,0.18278936,-1.69942085,0
351,35,Generation of electricity,north,2017,65.1,0.67327745,-0.39559778,1
492,49,Freight rail transport,north,2012,53.4,0.0275782,-3.59072959,1
720,7,Mining of non-ferrous metal ores,west,2015,65.5,0.28386806,-1.25924572,0
351,35,Generation of electricity,central,2014,61.0,1.19847638,0.18105107,1
711,71,Architecture and engineering,central,2015,65.5,0.00988685,-4.61655017,1
203,20,Paints and coatings,central,2023,83.1,0.27377235,-1.29545837,0
102,10,Processing fish,west,2016,67.1,0.07471165,-2.59411927,1
721,72,R&D — natural sciences,south,2014,61.0,0.01341211,-4.31159723,1
501,50,Sea transport,central,2012,53.4,0.01876165,-3.97594015,1
103,10,Processing fruits and vegetables,central,2018,68.4,0.07902574,-2.53798161,1
360,36,Water collection and supply,south,2021,73.9,0.06529863,-2.72878415,1
242,24,Basic precious metals,east,2012,53.4,0.85518216,-0.15644078,1
201,20,Basic chemicals,central,2014,61.0,0.60799244,-0.49759284,1
245,24,Copper products,south,2018,68.4,2.92492581,1.07326912,1
202,20,Agrochemicals,east,2018,68.4,0.50702689,-0.67919124,1
271,27,Electric motors,east,2014,61.0,0.62251416,-0.47398891,1
382,38,Treatment of non-hazardous waste,central,2018,68.4,0.1673682,-1.78755908,1
293,29,Auto parts and accessories,east,2023,83.1,0.42948545,-0.84516742,1
107,10,Bakery products,east,2010,45.7,0.06084983,-2.79934622,1
512,51,Air freight,central,2023,83.1,1.19674928,0.17960895,1
465,46,Wholesale of IT equipment,central,2017,65.1,0.02415095,-3.72343144,0
561,56,Restaurants,east,2011,46.7,0.10091224,-2.2935041,1
291,29,Motor vehicles,central,2019,70.4,0.40418204,-0.90588991,1
131,13,Spinning and weaving,central,2021,73.9,0.17512886,-1.74223324,1
810,8,Quarrying of stone,south,2010,45.7,0.0877264,-2.43353239,1
111,1,Growing cereals,north,2018,68.4,0.05742331,-2.85730491,0
211,21,Basic pharmaceuticals,north,2020,74.2,0.20744518,-1.57288815,1
383,38,Recycling of metal waste,west,2013,58.6,0.08086342,-2.51499367,1
192,19,Refined petroleum products,east,2010,45.7,1.13250766,0.12443435,1
711,71,Architecture and engineering,south,2022,78.6,0.00922553,-4.68578113,1
351,35,Generation of electricity,north,2019,70.4,0.86373163,-0.14649318,1
741,74,Design activities,north,2015,65.5,0.00739644,-4.90675676,1
352,35,Gas distribution,east,2010,45.7,0.67615081,-0.39133913,1
465,46,Wholesale of IT equipment,south,2013,58.6,0.02691496,-3.61507306,1
105,10,Dairy products,central,2020,74.2,0.16039375,-1.83012353,1
493,49,Other land passenger transport,east,2016,67.1,0.12620371,-2.06985792,1
960,96,Personal service activities,east,2019,70.4,0.02102596,-3.86199765,1
501,50,Sea transport,south,2010,45.7,0.01908623,-3.95878791,1
210,2,Forestry and logging,west,2014,61.0,0.02066241,-3.87943899,1
311,3,Marine fishing,south,2020,74.2,0.09339594,-2.37090742,1
731,73,Advertising,east,2014,61.0,0.00970686,-4.6349229,1
107,10,Bakery products,west,2018,68.4,0.07666868,-2.56826203,1
370,37,Sewerage treatment,central,2020,74.2,0.1150128,-2.16271185,0
620,62,Computer programming and consultancy,east,2021,73.9,0.01140053,-4.47409544,1
231,23,Glass products,east,2016,67.1,0.50713056,-0.6789868,1
531,53,Postal activities,east,2022,78.6,0.06204927,-2.7798266,1
411,41,Building construction,west,2015,65.5,0.308786,-1.17510679,1
289,28,Other special machinery,central,2022,78.6,0.41720167,-0.87418555,1
204,20,Pharmaceuticals,south,2012,53.4,0.18211666,-1.70310783,1
861,86,Hospital activities,south,2020,74.2,0.03794023,-3.27174335,1
103,10,Processing fruits and vegetables,north,2013,58.6,0.12289393,-2.09643366,1
494,49,Freight transport by road,central,2010,45.7,0.15093272,-1.89092114,1
521,52,Cargo warehousing,south,2010,45.7,0.04101841,-3.19373429,1
551,55,Hotels,west,2021,73.9,0.07970105,-2.52947253,1
321,3,Aquaculture,west,2019,70.4,0.07585708,-2.57890428,1
475,47,Retail of household goods,central,2012,53.4,0.01477234,-4.21499876,1
181,18,Printing and publishing,east,2013,58.6,0.10421328,-2.26131576,1
491,49,Passenger rail transport,central,2012,53.4,0.04237918,-3.16109797,1
771,77,Renting of equipment,south,2012,53.4,0.02909848,-3.53706937,1
531,53,Postal activities,north,2013,58.6,0.07295441,-2.61792052,1
771,77,Renting of equipment,central,2018,68.4,0.02684049,-3.61784368,0
291,29,Motor vehicles,central,2022,78.6,0.39266268,-0.93480435,1
111,1,Growing cereals,west,2017,65.1,0.05327847,-2.93222305,0
853,85,Secondary education,south,2017,65.1,0.00844005,-4.77476694,1
501,50,Sea transport,west,2017,65.1,0.0139094,-4.27519017,1
202,20,Agrochemicals,south,2020,74.2,0.37193757,-0.98902926,1
181,18,Printing and publishing,north,2022,78.6,0.08107513,-2.51237901,1
131,13,Spinning and weaving,north,2011,46.7,0.27634063,-1.286121,1
931,93,Sports activities,central,2015,65.5,0.02890788,-3.54364106,1
102,10,Processing fish,north,2014,61.0,0.11380242,-2.17329153,1
810,8,Quarrying of stone,south,2019,70.4,0.0799133,-2.52681296,1
101,10,Processing meat,north,2014,61.0,0.14412976,-1.93704125,1
370,37,Sewerage treatment,central,2012,53.4,0.13602399,-1.99492402,1
651,65,Insurance,east,2020,74.2,0.00597311,-5.12048776,1
381,38,Collection of non-hazardous waste,south,2021,73.9,0.06680251,-2.70601467,1
245,24,Copper products,north,2015,65.5,3.374455,1.21623383,1
491,49,Passenger rail transport,central,2019,70.4,0.03925618,-3.23764639,1
741,74,Design activities,west,2014,61.0,0.00679092,-4.99216856,1
151,15,Leather tanning,west,2020,74.2,0.12480489,-2.08100366,1
492,49,Freight rail transport,east,2020,74.2,0.03243506,-3.42851527,1
493,49,Other land passenger transport,north,2011,46.7,0.19623576,-1.62843851,1
281,28,General machinery,east,2020,74.2,0.72675727,-0.31916273,1
510,5,Mining of hard coal,north,2017,65.1,0.20821995,-1.56916032,1
151,15,Leather tanning,east,2019,70.4,0.1603789,-1.83021613,1
181,18,Printing and publishing,north,2016,67.1,0.09423519,-2.36196157,1
641,64,Banking,east,2015,65.5,0.01387797,-4.27745258,1
111,1,Growing cereals,north,2017,65.1,0.06128713,-2.79218538,1
611,61,Wired telecommunications,south,2022,78.6,0.03159745,-3.45467888,1
275,27,Domestic appliances,central,2022,78.6,0.29305985,-1.22737842,1
351,35,Generation of electricity,south,2012,53.4,0.73982563,-0.30134076,1
141,14,Wearing apparel,east,2015,65.5,0.17181407,-1.76134235,1
501,50,Sea transport,west,2023,83.1,0.01391916,-4.27448902,1
131,13,Spinning and weaving,south,2023,83.1,0.1563561,-1.85561915,1
501,50,Sea transport,central,2016,67.1,0.01887788,-3.96976454,1
289,28,Other special machinery,south,2021,73.9,0.48111856,-0.73164155,1
960,96,Personal service activities,central,2022,78.6,0.01318413,-4.32874143,1
641,64,Banking,east,2022,78.6,0.01055131,-4.55150499,1
501,50,Sea transport,central,2014,61.0,0.02049081,-3.88777862,1
291,29,Motor vehicles,south,2012,53.4,0.466815,-0.76182225,0
151,1,Mixed farming,south,2016,67.1,0.06605073,-2.71733219,1
631,63,Data processing,west,2014,61.0,0.02331536,-3.75864281,1
310,31,Furniture,north,2019,70.4,0.22034359,-1.51256718,1
203,20,Paints and coatings,central,2021,73.9,0.28535239,-1.25403042,1
360,36,Water collection and supply,north,2013,58.6,0.10339349,-2.26921324,1
771,77,Renting of equipment,west,2019,70.4,0.02084192,-3.87078874,1
370,37,Sewerage treatment,east,2015,65.5,0.10073398,-2.29527213,1
782,78,Temporary employment agencies,south,2010,45.7,0.0057174,-5.16424033,1
851,85,Pre-primary education,north,2010,45.7,0.01761428,-4.03904552,1
383,38,Recycling of metal waste,north,2019,70.4,0.0702,-2.65640697,0
161,16,Sawmilling and planing,north,2021,73.9,0.09835469,-2.31917505,1
492,49,Freight rail transport,east,2018,68.4,0.03357366,-3.39401341,1
102,10,Processing fish,central,2015,65.5,0.11247602,-2.1850152,0
461,46,Wholesale of agricultural materials,east,2022,78.6,0.0337504,-3.38876292,1
531,53,Postal activities,north,2011,46.7,0.07136967,-2.63988226,1
281,28,General machinery,north,2020,74.2,0.49447688,-0.70425488,1
881,88,Social work,south,2019,70.4,0.008074,-4.81910674,1
631,63,Data processing,central,2011,46.7,0.03096371,-3.47493934,1
511,51,Air passenger transport,central,2018,68.4,0.24467888,-1.40780863,1
931,93,Sports activities,north,2017,65.1,0.02822839,-3.5674272,0
103,10,Processing fruits and vegetables,central,2014,61.0,0.0925821,-2.37965951,1
106,10,Grain mill products,north,2023,83.1,0.07964105,-2.53022568,1
360,36,Water collection and supply,west,2023,83.1,0.0737453,-2.60713805,1
205,20,Soap and detergents,east,2021,73.9,0.25458246,-1.36813048,1
221,22,Rubber products,central,2018,68.4,0.3059816,-1.18423033,0
531,53,Postal activities,north,2018,68.4,0.07783385,-2.55317883,1
181,18,Printing and publishing,east,2010,45.7,0.08157934,-2.50617929,1
881,88,Social work,central,2015,65.5,0.00988064,-4.61717818,1
203,20,Paints and coatings,west,2017,65.1,0.29200698,-1.23097759,0
451,45,Sale of motor vehicles,central,2010,45.7,0.0267285,-3.622025,1
205,20,Soap and detergents,north,2022,78.6,0.20824801,-1.56902556,1
241,24,Basic iron and steel,central,2022,78.6,2.09939711,0.74165022,1
254,25,Fasteners and springs,central,2010,45.7,0.97975234,-0.02045545,1
352,35,Gas distribution,central,2012,53.4,0.71643952,-0.33346145,1
600,6,Extraction of crude petroleum,central,2023,83.1,0.20112439,-1.60383169,1
222,22,Plastic products,central,2023,83.1,0.29970867,-1.20494436,0
101,10,Processing meat,east,2014,61.0,0.12970854,-2.04246532,1
493,49,Other land passenger transport,west,2020,74.2,0.10734528,-2.23170472,0
351,35,Generation of electricity,north,2018,68.4,1.03735493,0.03667414,1
281,28,General machinery,south,2014,61.0,0.44038308,-0.8201103,1
731,73,Advertising,east,2019,70.4,0.00906467,-4.70337092,1
851,85,Pre-primary education,south,2018,68.4,0.01344791,-4.30893181,1
521,52,Cargo warehousing,east,2023,83.1,0.04734409,-3.05031328,0
275,27,Domestic appliances,central,2016,67.1,0.32802723,-1.11465866,1
383,38,Recycling of metal waste,central,2010,45.7,0.08337829,-2.48436736,0
210,2,Forestry and logging,east,2017,65.1,0.02358112,-3.74730886,1
221,22,Rubber products,south,2011,46.7,0.32291422,-1.13036856,1
303,30,Aircraft,central,2017,65.1,0.37818152,-0.97238098,1
151,15,Leather tanning,north,2012,53.4,0.14598609,-1.92424396,1
900,90,Creative and performing arts,central,2011,46.7,0.01513604,-4.19067642,1
853,85,Secondary education,west,2022,78.6,0.00916733,-4.69210972,0
491,49,Passenger rail transport,north,2015,65.5,0.04876941,-3.020652,1
681,68,Real estate activities,north,2012,53.4,0.02095619,-3.86532141,1
581,58,Publishing,central,2010,45.7,0.02732619,-3.59990987,1
881,88,Social work,south,2012,53.4,0.00878711,-4.73446988,0
254,25,Fasteners and springs,north,2016,67.1,0.80342754,-0.21886828,1
289,28,Other special machinery,central,2022,78.6,0.63943249,-0.44717424,1
551,55,Hotels,east,2011,46.7,0.08307698,-2.48798765,1
620,62,Computer programming and consultancy,north,2014,61.0,0.01337831,-4.31412069,1
211,21,Basic pharmaceuticals,central,2018,68.4,0.19206429,-1.64992513,1
310,31,Furniture,west,2014,61.0,0.21450878,-1.53940461,1
511,51,Air passenger transport,south,2017,65.1,0.27165139,-1.3032357,1
731,73,Advertising,south,2017,65.1,0.00695507,-4.96828449,1
131,13,Spinning and weaving,central,2010,45.7,0.1771444,-1.73079004,1
611,61,Wired telecommunications,south,2013,58.6,0.04861499,-3.02382329,1
421,42,Roads and railways construction,north,2018,68.4,0.34453988,-1.06554544,0
382,38,Treatment of non-hazardous waste,east,2013,58.6,0.25394258,-1.3706471,1
931,93,Sports activities,south,2017,65.1,0.02012791,-3.90564776,1
492,49,Freight rail transport,west,2014,61.0,0.03719207,-3.29165968,1
475,47,Retail of household goods,north,2011,46.7,0.01711007,-4.06808822,1
641,64,Banking,north,2020,74.2,0.00967267,-4.63845071,1
731,73,Advertising,central,2011,46.7,0.01146681,-4.46829835,1
110,11,Beverages,east,2023,83.1,0.09994863,-2.30309888,0
812,81,Building cleaning,central,2015,65.5,0.01384347,-4.27994181,1
471,47,Retail in non-specialised stores,west,2022,78.6,0.02198912,-3.81720749,1
611,61,Wired telecommunications,north,2019,70.4,0.03941299,-3.23365995,1
205,20,Soap and detergents,south,2019,70.4,0.20852614,-1.56769088,1
239,23,Other non-metallic mineral products,south,2015,65.5,0.39557894,-0.92740491,0
861,86,Hospital activities,central,2019,70.4,0.04671672,-3.06365315,1
370,37,Sewerage treatment,south,2018,68.4,0.10764826,-2.2288862,0
812,81,Building cleaning,north,2022,78.6,0.01515415,-4.18948086,0
263,26,Communication equipment,north,2018,68.4,0.18847722,-1.6687781,1
494,49,Freight transport by road,north,2014,61.0,0.13519091,-2.00106732,0
101,10,Processing meat,west,2014,61.0,0.10901374,-2.21628137,1
120,12,Tobacco products,north,2012,53.4,0.07524469,-2.58700992,1
263,26,Communication equipment,south,2014,61.0,0.20165259,-1.60120894,1
561,56,Restaurants,central,2022,78.6,0.05060882,-2.98362932,1
810,8,Quarrying of stone,west,2020,74.2,0.06900768,-2.67353748,0
245,24,Copper products,central,2018,68.4,2.10766655,0.74558144,1
510,5,Mining of hard coal,south,2017,65.1,0.12544809,-2.07586321,1
252,25,Tanks and reservoirs,south,2012,53.4,0.70809182,-0.34518151,1
120,12,Tobacco products,south,2021,73.9,0.03954352,-3.23035344,1
462,46,Wholesale of textiles,west,2011,46.7,0.02795917,-3.57701003,1
121,1,Growing vegetables,east,2011,46.7,0.04634867,-3.07156275,1
121,1,Growing vegetables,east,2016,67.1,0.04741822,-3.04874873,1
103,10,Processing fruits and vegetables,west,2012,53.4,0.10009112,-2.30167433,1
251,25,Structural metal products,west,2011,46.7,0.98022507,-0.01997307,1
107,10,Bakery products,west,2016,67.1,0.06753643,-2.69508808,1
239,23,Other non-metallic mineral products,west,2012,53.4,0.38744877,-0.94817166,1
231,23,Glass products,east,2016,67.1,0.50031737,-0.69251265,1
321,3,Aquaculture,east,2016,67.1,0.07402376,-2.60336911,1
521,52,Cargo warehousing,east,2016,67.1,0.06054588,-2.80435387,1
310,31,Furniture,north,2016,67.1,0.21358902,-1.54370159,0
211,21,Basic pharmaceuticals,north,2014,61.0,0.21968524,-1.51555951,0
411,41,Building construction,west,2016,67.1,0.25226709,-1.37726689,1
891,8,Mining of chemical minerals,west,2014,61.0,0.18072396,-1.71078447,0
931,93,Sports activities,north,2019,70.4,0.01964367,-3.93000011,1
271,27,Electric motors,central,2010,45.7,0.60210071,-0.50733056,1
731,73,Advertising,central,2010,45.7,0.01011456,-4.59377895,1
641,64,Banking,east,2018,68.4,0.00740994,-4.90493253,1
303,30,Aircraft,east,2015,65.5,0.33974981,-1.07954579,1
254,25,Fasteners and springs,east,2011,46.7,0.95379776,-0.04730362,1
651,65,Insurance,south,2017,65.1,0.00572968,-5.16209549,1
275,27,Domestic appliances,east,2022,78.6,0.33767442,-1.0856731,1
102,10,Processing fish,south,2021,73.9,0.07496465,-2.5907386,1
202,20,Agrochemicals,south,2022,78.6,0.36227773,-1.01534416,0
360,36,Water collection and supply,west,2023,83.1,0.06933074,-2.66886691,1
104,10,Vegetable and animal oils,east,2020,74.2,0.09035296,-2.40403149,1
211,21,Basic pharmaceuticals,central,2021,73.9,0.18278409,-1.69944965,0
161,16,Sawmilling and planing,south,2012,53.4,0.10188255,-2.28393464,1
211,21,Basic pharmaceuticals,north,2023,83.1,0.16772129,-1.78545164,1
711,71,Architecture and engineering,east,2014,61.0,0.0162993,-4.11663307,1
782,78,Temporary employment agencies,east,2010,45.7,0.0080463,-4.82254322,1
